ID,Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5
1340,CC Henry (CAN),1979-1979,2,2,90,53,2,2/27/2025,26.5,3.53,45,0,0
1341,O Henry (SA),1992-1992,3,3,149,125,2,1/31/2025,62.5,5.03,74.5,0,0
1342,H Hiri (PNG),2016-2019,7,4,60,56,2,1/6/2025,28,5.6,30,0,0
1343,RG Holland (AUS),1985-1985,2,2,126,99,2,2/1/1949,49.5,4.71,63,0,0
1344,MEK Hussey (AUS),2004-2012,185,13,240,235,2,1/22/2025,117.5,5.87,120,0,0
1345,AP Igglesden (ENG),1994-1994,4,4,168,122,2,2/12/2025,61,4.35,84,0,0
1346,Irfan Bhatti (PAK),1993-1993,1,1,48,22,2,2/22/2025,11,2.75,24,0,0
1347,Jahangir Shah (BDESH),1986-1990,5,5,234,172,2,2/23/2025,86,4.41,117,0,0
1348,K Jethi (CAN),2008-2008,3,3,102,85,2,2/1/1939,42.5,5,51,0,0
1349,LWS Kaluperuma (SL),1975-1982,4,4,208,137,2,1/1/1935,68.5,3.95,104,0,0
1350,SHT Kandamby (SL),2004-2014,39,9,174,173,2,2/1/1937,86.5,5.96,87,0,0
1351,CK Kapugedera (SL),2006-2017,102,10,264,225,2,1/24/2025,112.5,5.11,132,0,0
1352,VJ Kingma (NL),2014-2019,3,3,126,107,2,1/1/1947,53.5,5.09,63,0,0
1353,DB Kotze (NAM),2003-2003,6,6,282,256,2,1/1/1932,128,5.44,141,0,0
1354,GJP Kruger (SA),2006-2006,3,3,138,139,2,1/1/1943,69.5,6.04,69,0,0
1355,NR Kumar (CAN),2010-2014,16,2,66,63,2,2/1/1940,31.5,5.72,33,0,0
1356,AV Lalcheta (OMAN),2019-2019,2,2,84,62,2,2/1/1935,31,4.42,42,0,0
1357,Liaqat Ali (PAK),1977-1978,3,3,188,111,2,1/1/1941,55.5,3.54,94,0,0
1358,J Louw (SA),2008-2008,3,3,156,148,2,1/1/1945,74,5.69,78,0,0
1359,GD McKenzie (AUS),1971-1971,1,1,60,22,2,2/22/2025,11,2.2,30,0,0
1360,Mansoor Akhtar (PAK),1980-1990,41,9,138,110,2,1/7/2025,55,4.78,69,0,0
1361,GC Martin (ZIM),1994-1995,5,4,132,95,2,1/15/2025,47.5,4.31,66,0,0
1362,SC Meaker (ENG),2011-2011,2,2,114,110,2,1/1/1945,55,5.78,57,0,0
1363,KP Meiyappan (UAE),2019-2019,2,2,108,78,2,2/1/1939,39,4.33,54,0,0
1364,Mohammed Qasim (UAE),2017-2017,5,3,120,71,2,1/13/2025,35.5,3.55,60,0,0
1365,Morshed Ali Khan (BDESH),1998-1998,3,3,138,85,2,1/26/2025,42.5,3.69,69,0,0
1366,PV Mpitsang (SA),1999-1999,2,2,60,63,2,2/1/1949,31.5,6.3,30,0,0
1367,J Mubarak (SL),2002-2013,40,8,129,95,2,1/10/2025,47.5,4.41,64.5,0,0
1368,SP Mukherjee (INDIA),1990-1991,3,3,174,98,2,1/30/2025,49,3.37,87,0,0
1369,MG Neser (AUS),2018-2018,2,2,100,120,2,2/1/1946,60,7.2,50,0,0
1370,IA Nicolson (ZIM),2010-2010,2,2,72,118,2,1/1/1944,59,9.83,36,0,0
1371,KJ O'Keeffe (AUS),1977-1977,2,2,132,79,2,1/1/1936,39.5,3.59,66,0,0
1372,DR O'Sullivan (NZ),1974-1976,3,3,168,123,2,1/1/1938,61.5,4.39,84,0,0
1373,Parvez Rasool (INDIA),2014-2014,1,1,60,60,2,2/1/1960,30,6,30,0,0
1374,RR Patel (KENYA),2008-2014,39,7,168,135,2,1/14/2025,67.5,4.82,84,0,0
1375,R Pathan (CAN),2013-2013,1,1,36,50,2,2/1/1950,25,8.33,18,0,0
1376,J Patraj (CAN),2007-2007,2,2,90,76,2,1/27/2025,38,5.06,45,0,0
1377,HSM Pieris (SL),1975-1975,3,3,132,135,2,2/1/1968,67.5,6.13,66,0,0
1378,NV Radford (ENG),1988-1988,6,6,348,230,2,1/1/1932,115,3.96,174,0,0
1379,P Raho (PNG),2014-2014,1,1,45,32,2,2/1/1932,16,4.26,22.5,0,0
1380,WV Raman (INDIA),1988-1996,27,7,162,170,2,1/23/2025,85,6.29,81,0,0
1381,AN Ranasinghe (SL),1975-1982,9,8,324,281,2,1/21/2025,140.5,5.2,162,0,0
1382,NLK Ratnayake (SL),1989-1990,2,2,101,98,2,1/1/1939,49,5.82,50.5,0,0
1383,RA Reifer (WI),2019-2019,2,2,53,54,2,2/23/2025,27,6.11,26.5,0,0
1384,GJ Rennie (ZIM),1996-2003,40,4,90,75,2,1/17/2025,37.5,5,45,0,0
1385,CEB Rice (SA),1991-1991,3,3,138,114,2,1/1/1946,57,4.95,69,0,0
1386,EJ Richardson (IRE),2013-2013,2,2,66,54,2,2/1/1939,27,4.9,33,0,0
1387,Rizwan Latif (UAE),2004-2004,1,1,54,69,2,2/1/1969,34.5,7.66,27,0,0
1388,Robiul Islam (BDESH),2013-2013,3,3,133,117,2,1/21/2025,58.5,5.27,66.5,0,0
1389,LN Roche (ZIM),2018-2018,3,3,138,157,2,1/1/1954,78.5,6.82,69,0,0
1390,Rokhan Barakzai (AFG),2015-2015,1,1,60,45,2,2/1/1945,22.5,4.5,30,0,0
1391,Saadat Ali (PAK),1984-1984,8,2,27,29,2,2/24/2025,14.5,6.44,13.5,0,0
1392,Sadiq Mohammad (PAK),1973-1980,19,2,38,26,2,2/20/2025,13,4.1,19,0,0
1393,NA Saini (INDIA),2019-2019,1,1,60,58,2,2/1/1958,29,5.8,30,0,0
1394,Sajjad Akbar (PAK),1990-1990,2,1,60,45,2,2/1/1945,22.5,4.5,30,0,0
1395,RB Simpson (AUS),1978-1978,2,2,102,95,2,2/1/1930,47.5,5.58,51,0,0
1396,CL Smith (ENG),1984-1984,4,2,36,28,2,2/8/2025,14,4.66,18,0,0
1397,Sohail Butt (UAE),1994-1994,2,2,78,79,2,2/1/1952,39.5,6.07,39,0,0
1398,RW Staple (USA),2004-2004,2,1,60,76,2,2/1/1976,38,7.6,30,0,0
1399,PC Strydom (SA),2000-2000,10,7,252,206,2,1/18/2025,103,4.9,126,0,0
1400,T Taibu (Afr/ZIM),2001-2012,150,2,84,61,2,2/1/1942,30.5,4.35,42,0,0
1401,Tanvir Ahmed (PAK),2011-2011,2,2,60,83,2,1/1/1938,41.5,8.3,30,0,0
1402,DC Thomas (WI),2009-2013,21,1,7,11,2,2/11/2025,5.5,9.42,3.5,0,0
1403,PIC Thompson (WI),1997-1997,2,2,114,110,2,1/1/1946,55,5.78,57,0,0
1404,GP Thorpe (ENG),1993-2002,82,5,120,97,2,2/15/2025,48.5,4.85,60,0,0
1405,IJL Trott (ENG),2009-2013,68,10,183,166,2,2/1/1931,83,5.44,91.5,0,0
1406,CM Tuckett (WI),1998-1998,1,1,48,41,2,2/1/1941,20.5,5.12,24,0,0
1407,M van Jaarsveld (SA),2002-2004,11,2,31,18,2,1/1/2000,9,3.48,15.5,0,0
1408,M Venkataramana (INDIA),1988-1988,1,1,60,36,2,2/1/1936,18,3.6,30,0,0
1409,C Viljoen (NAM),2019-2019,2,2,30,14,2,2/6/2025,7,2.8,15,0,0
1410,KP Walmsley (NZ),2003-2003,2,2,120,117,2,1/1/1953,58.5,5.85,60,0,0
1411,GD Watson (AUS),1972-1972,2,1,48,28,2,2/28/2025,14,3.5,24,0,0
1412,DS Wesonga (KENYA),2010-2011,4,1,42,28,2,2/28/2025,14,4,21,0,0
1413,RK Whelan (IRE),2007-2007,2,2,90,99,2,1/1/1943,49.5,6.6,45,0,0
1414,CM Willoughby (SA),2000-2003,3,3,168,148,2,2/1/1939,74,5.28,84,0,0
1415,Yamin Ahmadzai (AFG),2015-2019,4,4,160,139,2,1/23/2025,69.5,5.21,80,0,0
1416,Zafar Gohar (PAK),2015-2015,1,1,60,54,2,2/1/1954,27,5.4,30,0,0
1417,Zahid Hussain (CAN),2011-2011,2,2,120,94,2,1/1/1937,47,4.7,60,0,0
1418,MZ Zahir (CAN),2009-2009,1,1,30,35,2,2/1/1935,17.5,7,15,0,0
1419,Zahir Khan (AFG),2019-2019,1,1,60,55,2,2/1/1955,27.5,5.5,30,0,0
1420,Aamer Hameed (PAK),1977-1978,2,2,88,38,1,1/1/1932,38,2.59,88,0,0
1421,SA Abbott (AUS),2014-2014,1,1,30,25,1,1/25/2025,25,5,30,0,0
1422,Ahmed Kamal (BDESH),1999-1999,1,1,30,39,1,1/1/1939,39,7.8,30,0,0
1423,DS Airee (NEPAL),2018-2019,6,3,78,51,1,1/19/2025,51,3.92,78,0,0
1424,GW Aldridge (NZ),2011-2011,2,2,114,98,1,1/1/1945,98,5.15,114,0,0
1425,Ali Khan (USA),2019-2019,1,1,30,23,1,1/23/2025,23,4.6,30,0,0
1426,Aminul Islam jnr (BDESH),1999-1999,1,1,30,33,1,1/1/1933,33,6.6,30,0,0
1427,Arshad Ali (UAE),2004-2008,4,3,102,105,1,1/5/2025,105,6.17,102,0,0
1428,Arshad Laeeq (UAE),1994-1996,6,6,198,198,1,1/25/2025,198,6,198,0,0
1429,B Arun (INDIA),1986-1987,4,4,102,103,1,1/1/1943,103,6.05,102,0,0
1430,Asim Saeed (UAE),2004-2004,2,2,54,40,1,1/25/2025,40,4.44,54,0,0
1431,KMC Bandara (SL),2016-2016,1,1,60,83,1,1/1/1983,83,8.3,60,0,0
1432,Basil Hameed (UAE),2019-2019,3,1,12,10,1,1/10/2025,10,5,12,0,0
1433,Basit Ali (PAK),1993-1996,50,2,30,21,1,1/17/2025,21,4.2,30,0,0
1434,RR Beaton (WI),2017-2017,2,2,102,102,1,1/1/1960,102,6,102,0,0
1435,JE Benjamin (ENG),1994-1995,2,2,72,47,1,1/22/2025,47,3.91,72,0,0
1436,K Birkenstock (NAM),2019-2019,5,1,6,5,1,1/5/2025,5,5,6,0,0
1437,BR Blair (NZ),1982-1986,14,2,30,34,1,1/7/2025,34,6.8,30,0,0
1438,GK Bose (INDIA),1974-1974,1,1,66,39,1,1/1/1939,39,3.54,66,0,0
1439,BP Bracewell (NZ),1978-1978,1,1,66,41,1,1/1/1941,41,3.72,66,0,0
1440,KC Brathwaite (WI),2016-2017,10,5,152,140,1,1/1/1956,140,5.52,152,0,0
1441,VR Brown (NZ),1988-1988,3,2,66,75,1,1/24/2025,75,6.81,66,0,0
1442,DE Budge (SCOT),2018-2019,3,2,36,26,1,1/21/2025,26,4.33,36,0,0
1443,MG Burgess (NZ),1973-1981,26,3,74,69,1,1/10/2025,69,5.59,74,0,0
1444,RG Callender (CAN),1979-1979,2,2,54,26,1,1/14/2025,26,2.88,54,0,0
1445,LOB Cann (BMUDA),2006-2009,26,4,100,129,1,1/1/1934,129,7.74,100,0,0
1446,SJ Chalmers (SCOT),2009-2009,2,2,60,49,1,1/1/1934,49,4.9,60,0,0
1447,S Chattergoon (WI),2006-2009,18,4,80,48,1,1/1/2025,48,3.6,80,0,0
1448,MT Chinouya (ZIM),2013-2013,2,2,66,50,1,1/1/1936,50,4.54,66,0,0
1449,KJ Coetzer (SCOT),2008-2019,59,7,179,203,1,1/1/1935,203,6.8,179,0,0
1450,MJ Cosgrove (AUS),2006-2006,3,2,30,13,1,1/1/2025,13,2.6,30,0,0
1451,CJ Dala (SA),2018-2018,2,2,102,121,1,1/1/1957,121,7.11,102,0,0
1452,Dawlat Ahmadzai (AFG),2009-2010,3,3,112,121,1,1/1/1940,121,6.48,112,0,0
1453,TN de Grooth (NL),2006-2013,34,1,6,2,1,1/2/2025,2,2,6,0,0
1454,BFW de Leede (NL),2018-2019,3,2,23,15,1,1/3/2025,15,3.91,23,0,0
1455,JL Denly (ENG),2009-2019,13,3,66,60,1,1/24/2025,60,5.45,66,0,0
1456,R Dhawan (INDIA),2016-2016,3,3,150,160,1,1/1/1974,160,6.4,150,0,0
1457,MS Dhoni (Asia/INDIA),2004-2019,350,2,36,31,1,1/14/2025,31,5.16,36,0,0
1458,PS Eaglestone (IRE),2008-2008,1,1,42,60,1,1/1/1960,60,8.57,42,0,0
1459,GN Edwards (NZ),1976-1981,6,1,6,5,1,1/5/2025,5,5,6,0,0
1460,Faisal Hossain (BDESH),2004-2010,6,2,73,53,1,1/27/2025,53,4.35,73,0,0
1461,Fakhar Zaman (PAK),2017-2019,46,7,135,111,1,1/19/2025,111,4.93,135,0,0
1462,TL Fernando (SL),1989-1989,1,1,18,16,1,1/16/2025,16,5.33,18,0,0
1463,SP Fleming (ICC/NZ),1994-2007,280,3,29,28,1,1/8/2025,28,5.79,29,0,0
1464,MJ Fourie (IRE),2007-2008,7,5,179,128,1,1/1/1933,128,4.29,179,0,0
1465,AN French (HKG),2004-2004,2,2,72,67,1,1/1/1951,67,5.58,72,0,0
1466,AD Gaekwad (INDIA),1975-1987,15,1,48,39,1,1/1/1939,39,4.87,48,0,0
1467,D Ganesh (INDIA),1997-1997,1,1,30,20,1,1/20/2025,20,4,30,0,0
1468,TN Garwe (ZIM),2009-2009,1,1,36,50,1,1/1/1950,50,8.33,36,0,0
1469,RS Gavaskar (INDIA),2004-2004,11,2,72,74,1,1/1/1956,74,6.16,72,0,0
1470,SM Gavaskar (INDIA),1974-1987,108,4,20,25,1,1/10/2025,25,7.5,20,0,0
1471,BD Glover (NL),2019-2019,1,1,60,37,1,1/1/1937,37,3.7,60,0,0
1472,Y Goonasekera (SL),1983-1983,3,2,36,35,1,1/24/2025,35,5.83,36,0,0
1473,EL Gouka (NL),1996-1996,3,2,22,51,1,1/1/1932,51,13.9,22,0,0
1474,VD Grandia (NL),2002-2002,1,1,30,40,1,1/1/1940,40,8,30,0,0
1475,CG Greenidge (WI),1975-1991,128,2,60,45,1,1/21/2025,45,4.5,60,0,0
1476,RD Gudhka (KENYA),2011-2011,2,2,78,60,1,1/1/1941,60,4.61,78,0,0
1477,Habibul Bashar (BDESH),1995-2007,111,6,175,142,1,1/31/2025,142,4.86,175,0,0
1478,LJ Hamilton (NZ),2005-2005,2,2,108,143,1,1/1/1976,143,7.94,108,0,0
1479,JR Hammond (AUS),1972-1972,1,1,54,41,1,1/1/1941,41,4.55,54,0,0
1480,MJ Haslam (NZ),1992-1992,1,1,30,28,1,1/28/2025,28,5.6,30,0,0
1481,DL Hemp (BMUDA),2006-2009,22,4,114,119,1,1/25/2025,119,6.26,114,0,0
1482,BE Hendricks (SA),2019-2019,4,3,126,106,1,1/1/1950,106,5.04,126,0,0
1483,RR Hendricks (SA),2018-2019,18,3,42,47,1,1/13/2025,47,6.71,42,0,0
1484,BJ Hodge (AUS),2005-2007,25,3,66,51,1,1/17/2025,51,4.63,66,0,0
1485,DW Hookes (AUS),1977-1986,39,3,29,28,1,1/2/2025,28,5.79,29,0,0
1486,DL Houghton (ZIM),1983-1997,63,1,12,19,1,1/19/2025,19,9.5,12,0,0
1487,Iftikhar Ahmed (PAK),2015-2019,4,4,138,101,1,1/31/2025,101,4.39,138,0,0
1488,Ijaz Ahmed jnr (PAK),1997-1997,2,2,30,25,1,1/9/2025,25,5,30,0,0
1489,Imran Nazir (PAK),1999-2009,79,4,49,48,1,1/3/2025,48,5.87,49,0,0
1490,F Jansen (NL),1996-1996,2,2,54,62,1,1/1/1940,62,6.88,54,0,0
1491,PS Jayaprakashdaran (SL),2005-2005,1,1,36,21,1,1/21/2025,21,3.5,36,0,0
1492,TE Jesty (ENG),1983-1983,10,4,108,93,1,1/23/2025,93,5.16,108,0,0
1493,Joginder Sharma (INDIA),2004-2007,4,4,150,115,1,1/28/2025,115,4.6,150,0,0
1494,HR Johnson (USA),2004-2004,2,2,60,69,1,1/26/2025,69,6.9,60,0,0
1495,S Jyoti (CAN),2006-2010,14,4,120,90,1,1/26/2025,90,4.5,120,0,0
1496,VG Kambli (INDIA),1991-2000,104,1,4,7,1,1/7/2025,7,10.5,4,0,0
1497,Kashif Raza (PAK),2001-2001,1,1,30,36,1,1/1/1936,36,7.2,30,0,0
1498,GE Kidd (IRE),2007-2008,6,5,216,172,1,1/27/2025,172,4.77,216,0,0
1499,R Lamba (INDIA),1986-1989,32,3,19,20,1,1/9/2025,20,6.31,19,0,0
1500,D Lloyd (ENG),1973-1980,8,1,12,3,1,1/3/2025,3,1.5,12,0,0
1501,JL Louw (NAM),2003-2003,1,1,60,60,1,1/1/1960,60,6,60,0,0
1502,SV Manjrekar (INDIA),1988-1996,74,3,8,10,1,1/2/2025,10,7.5,8,0,0
1503,AV Mankad (INDIA),1974-1974,1,1,35,47,1,1/1/1947,47,8.05,35,0,0
1504,Mansoor Amjad (PAK),2008-2008,1,1,48,44,1,1/1/1944,44,5.5,48,0,0
1505,AW Mathieson (NZ),2015-2015,1,1,24,40,1,1/1/1940,40,10,24,0,0
1506,DES Maxwell (CAN),2006-2007,10,3,72,70,1,1/23/2025,70,5.83,72,0,0
1507,PHKD Mendis (SL),2019-2019,2,2,84,79,1,1/1/1945,79,5.64,84,0,0
1508,T Mishra (KENYA),2006-2013,42,2,9,12,1,1/6/2025,12,8,9,0,0
1509,Mohammad Abbas (PAK),2019-2019,3,3,162,153,1,1/1/1944,153,5.66,162,0,0
1510,Mohammad Yousuf (Asia/PAK),1998-2010,288,2,2,1,1,1/1/2000,1,3,2,0,0
1511,Mohsin Khan (PAK),1977-1986,75,2,12,5,1,1/2/2025,5,2.5,12,0,0
1512,Mujahid Jamshed (PAK),1997-1997,4,1,24,6,1,1/6/2025,6,1.5,24,0,0
1513,W Mwayenga (ZIM),2002-2004,3,3,126,157,1,1/1/1961,157,7.47,126,0,0
1514,J Nagenda (EAf),1975-1975,1,1,54,50,1,1/1/1950,50,5.55,54,0,0
1515,PG Nana (EAf),1975-1975,3,3,173,116,1,1/1/1934,116,4.02,173,0,0
1516,DP Nannes (AUS),2009-2009,1,1,42,20,1,1/20/2025,20,2.85,42,0,0
1517,SV Nayak (INDIA),1981-1982,4,4,222,161,1,1/1/1951,161,4.35,222,0,0
1518,A Ndlovu (ZIM),2019-2019,2,2,102,80,1,1/29/2025,80,4.7,102,0,0
1519,Neeyamur Rashid (BDESH),1999-1999,2,2,78,66,1,1/1/1946,66,5.07,78,0,0
1520,A Neill (SCOT),2019-2019,1,1,55,24,1,1/24/2025,24,2.61,55,0,0
1521,AA Noffke (AUS),2008-2008,1,1,54,46,1,1/1/1946,46,5.11,54,0,0
1522,SD Outerbridge (BMUDA),2006-2009,23,7,120,94,1,1/11/2025,94,4.7,120,0,0
1523,JS Paris (AUS),2016-2016,2,2,96,93,1,1/1/1940,93,5.81,96,0,0
1524,JM Parker (NZ),1974-1981,24,1,16,10,1,1/10/2025,10,3.75,16,0,0
1525,AJ Penn (NZ),1997-2001,5,5,159,201,1,1/1/1950,201,7.58,159,0,0
1526,N Phillip (WI),1978-1978,1,1,42,22,1,1/22/2025,22,3.14,42,0,0
1527,PM Pushpakumara (SL),2017-2017,2,2,114,105,1,1/1/1940,105,5.52,114,0,0
1528,S Ramesh (INDIA),1999-1999,24,3,36,38,1,1/23/2025,38,6.33,36,0,0
1529,N Ranatunga (SL),1993-1993,2,2,102,82,1,1/1/1933,82,4.82,102,0,0
1530,SHA Rance (NZ),2017-2017,2,2,105,110,1,1/1/1944,110,6.28,105,0,0
1531,U Ranchod (ZIM),1992-1993,3,3,174,130,1,1/1/1944,130,4.48,174,0,0
1532,DW Randall (ENG),1976-1985,49,1,2,2,1,1/2/2025,2,6,2,0,0
1533,Randhir Singh (INDIA),1981-1983,2,2,72,48,1,1/30/2025,48,4,72,0,0
1534,SS Raul (INDIA),1998-1998,2,2,36,27,1,1/13/2025,27,4.5,36,0,0
1535,Raza-ur-Rehman (CAN),2013-2014,6,5,122,128,1,1/1/1959,128,6.29,122,0,0
1536,Raza Hasan (PAK),2014-2014,1,1,60,68,1,1/1/1968,68,6.8,60,0,0
1537,V Razdan (INDIA),1989-1990,3,3,84,77,1,1/1/1937,77,5.5,84,0,0
1538,CA Reid (USA),2004-2004,2,2,78,63,1,1/1/1937,63,4.84,78,0,0
1539,RB Reid (NZ),1988-1991,9,1,7,13,1,1/13/2025,13,11.14,7,0,0
1540,RB Richardson (WI),1983-1996,224,6,58,46,1,1/4/2025,46,4.75,58,0,0
1541,ADG Roberts (NZ),1976-1976,1,1,56,30,1,1/30/2025,30,3.21,56,0,0
1542,RJ Robinson (BMUDA),2007-2009,3,3,138,170,1,1/1/1957,170,7.39,138,0,0
1543,TS Roland-Jones (ENG),2017-2017,1,1,42,34,1,1/1/1934,34,4.85,42,0,0
1544,LC Romero (USA),2004-2004,2,1,24,52,1,1/1/1952,52,13,24,0,0
1545,RR Rossouw (SA),2014-2016,36,3,45,44,1,1/17/2025,44,5.86,45,0,0
1546,Sameer Zia (UAE),2004-2004,1,1,60,44,1,1/1/1944,44,4.4,60,0,0
1547,Saqib Ali (UAE),2008-2014,5,2,60,57,1,1/1/1944,57,5.7,60,0,0
1548,Saqib Zulfiqar (NL),2019-2019,1,1,42,49,1,1/1/1949,49,7,42,0,0
1549,Sayed Shirzad (AFG),2019-2019,2,1,48,56,1,1/1/1956,56,7,48,0,0
1550,BN Schultz (SA),1992-1992,1,1,54,35,1,1/1/1935,35,3.88,54,0,0
1551,BB Seebaran (CAN),2003-2003,4,3,108,130,1,1/1/1961,130,7.22,108,0,0
1552,RK Sethi (EAf),1975-1975,3,3,120,100,1,1/1/1951,100,5,120,0,0
1553,Shehzad Altaf (UAE),1996-1996,2,2,78,37,1,1/15/2025,37,2.84,78,0,0
1554,Shakeel Khan (PAK),1987-1987,1,1,54,50,1,1/1/1950,50,5.55,54,0,0
1555,M Shezi (SA),2014-2014,1,1,36,8,1,1/8/2025,8,1.33,36,0,0
1556,LR Shukla (INDIA),1999-1999,3,3,114,94,1,1/25/2025,94,4.94,114,0,0
1557,K Shuttleworth (ENG),1971-1971,1,1,56,29,1,1/29/2025,29,3.1,56,0,0
1558,LPC Silva (SL),1999-2011,75,2,42,33,1,1/21/2025,33,4.71,42,0,0
1559,LMP Simmons (WI),2006-2015,68,12,156,172,1,1/3/2025,172,6.61,156,0,0
1560,RP Singh (INDIA),1986-1986,2,2,82,77,1,1/1/1958,77,5.63,82,0,0
1561,MA Small (WI),1984-1984,2,2,84,54,1,1/1/1940,54,3.85,84,0,0
1562,RAJ Smith (SCOT),2016-2016,2,2,90,97,1,1/1/1934,97,6.46,90,0,0
1563,S Snater (NL),2018-2018,2,2,71,63,1,1/1/1941,63,5.32,71,0,0
1564,GS Sobers (WI),1973-1973,1,1,63,31,1,1/31/2025,31,2.95,63,0,0
1565,Sohaib Maqsood (PAK),2013-2016,26,4,54,42,1,1/16/2025,42,4.66,54,0,0
1566,VS Solanki (ENG),2000-2006,51,7,111,105,1,1/17/2025,105,5.67,111,0,0
1567,OP Stone (ENG),2018-2018,4,3,96,97,1,1/23/2025,97,6.06,96,0,0
1568,GM Strydom (ZIM),2006-2006,12,4,66,61,1,1/28/2025,61,5.54,66,0,0
1569,R Strydom (IRE),2008-2008,9,1,48,63,1,1/1/1963,63,7.87,48,0,0
1570,Subashis Roy (BDESH),2016-2016,1,1,60,45,1,1/1/1945,45,4.5,60,0,0
1571,Syed Maqsood (UAE),2004-2004,2,2,66,84,1,1/1/1960,84,7.63,66,0,0
1572,Tanvir Mehdi (PAK),1992-1992,1,1,66,72,1,1/1/1972,72,6.54,66,0,0
1573,Taufeeq Umar (PAK),2001-2011,22,3,72,85,1,1/1/1949,85,7.08,72,0,0
1574,GJ Thompson (IRE),2008-2008,3,3,72,73,1,1/1/1935,73,6.08,72,0,0
1575,AL Thomson (AUS),1971-1971,1,1,64,22,1,1/22/2025,22,2.06,64,0,0
1576,Tushar Imran (BDESH),2001-2007,41,5,126,103,1,1/24/2025,103,4.9,126,0,0
1577,Umair Ali (UAE),2015-2015,2,2,108,125,1,1/1/1965,125,6.94,108,0,0
1578,Usman Ghani (AFG),2014-2017,15,2,38,34,1,1/21/2025,34,5.36,38,0,0
1579,BO van Rooi (NAM),2003-2003,3,3,120,119,1,1/24/2025,119,5.95,120,0,0
1580,MA Vermeulen (ZIM),2000-2009,43,1,5,5,1,1/5/2025,5,6,5,0,0
1581,M Vijay (INDIA),2010-2015,17,2,36,37,1,1/19/2025,37,6.16,36,0,0
1582,L Vincent (NZ),2001-2007,102,3,20,25,1,1/1/2000,25,7.5,20,0,0
1583,Waheed Ahmed (UAE),2019-2019,2,2,30,29,1,1/20/2025,29,5.8,30,0,0
1584,Washington Sundar (INDIA),2017-2017,1,1,60,65,1,1/1/1965,65,6.5,60,0,0
1585,Wasim Haider (PAK),1992-1992,3,3,114,79,1,1/1/1936,79,4.15,114,0,0
1586,S Weerakoon (SL),2012-2012,2,1,60,49,1,1/1/1949,49,4.9,60,0,0
1587,BA Westdijk (NL),2011-2011,4,4,156,195,1,1/1/1956,195,7.5,156,0,0
1588,S Wettimuny (SL),1982-1987,35,6,57,70,1,1/13/2025,70,7.36,57,0,0
1589,CG Williams (NAM),2019-2019,5,4,126,91,1,1/1/1937,91,4.33,126,0,0
1590,SC Williams (WI),1994-1999,57,1,24,30,1,1/30/2025,30,7.5,24,0,0
1591,DJ Worrall (AUS),2016-2016,3,3,158,171,1,1/1/1943,171,6.49,158,0,0
1592,J Yadav (INDIA),2016-2016,1,1,24,8,1,1/8/2025,8,2,24,0,0
1593,Yashpal Sharma (INDIA),1978-1985,42,8,201,199,1,1/27/2025,199,5.94,201,0,0
1594,BE Young (AUS),1998-1999,6,5,234,251,1,1/26/2025,251,6.43,234,0,0
1595,Zain Abbas (HKG),2008-2008,1,1,36,56,1,1/1/1956,56,9.33,36,0,0
1596,AK Zesers (AUS),1987-1987,2,2,90,74,1,1/1/1937,74,4.93,90,0,0
1597,Aarif Sheikh (NEPAL),2018-2019,6,1,12,10,0,0,0,5,0,0,0
1598,S Abrahams (SA),2000-2000,1,1,60,40,0,0,0,4,0,0,0
1599,Abul Hasan (BDESH),2012-2018,7,7,216,244,0,0,0,6.77,0,0,0
1600,FS Ahangama (SL),1985-1985,1,1,18,23,0,0,0,7.66,0,0,0
1601,Ahmed Shah (AFG),2009-2009,1,1,6,12,0,0,0,12,0,0,0
1602,Akram Khan (BDESH),1988-2003,44,6,117,138,0,0,0,7.07,0,0,0
1603,Aman Ali (UAE),2008-2008,1,1,12,22,0,0,0,11,0,0,0
1604,PK Amre (INDIA),1991-1994,37,1,2,4,0,0,0,12,0,0,0
1605,J Anderson (IRE),2014-2016,8,2,30,20,0,0,0,4,0,0,0
1606,Anisur Rahman (BDESH),1995-1998,2,2,48,68,0,0,0,8.5,0,0,0
1607,Anwar Hossain Monir (BDESH),2002-2002,1,1,48,45,0,0,0,5.62,0,0,0
1608,Ariful Haque (BDESH),2018-2018,1,1,18,17,0,0,0,5.66,0,0,0
1609,Asad Shafiq (PAK),2010-2017,60,2,12,18,0,0,0,9,0,0,0
1610,Ashfaq Ahmed (PAK),1994-1994,3,3,102,84,0,0,0,4.94,0,0,0
1611,Asif Ali (PAK),2018-2019,18,1,5,9,0,0,0,10.8,0,0,0
1612,Asif Iqbal (1) (UAE),2015-2015,1,1,24,32,0,0,0,8,0,0,0
1613,MS Atapattu (SL),1990-2007,268,2,51,41,0,0,0,4.82,0,0,0
1614,CWJ Athey (ENG),1980-1988,31,1,6,10,0,0,0,10,0,0,0
1615,RA Austin (WI),1978-1978,1,1,6,13,0,0,0,13,0,0,0
1616,Babar Hayat (HKG),2014-2018,22,1,6,9,0,0,0,9,0,0,0
1617,RJ Bailey (ENG),1985-1990,4,1,36,25,0,0,0,4.16,0,0,0
1618,W Barresi (NL),2010-2019,32,3,30,37,0,0,0,7.4,0,0,0
1619,OO Bascome (BMUDA),2008-2008,6,2,18,22,0,0,0,7.33,0,0,0
